Entry,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,SEP,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,Label
A0A859GTT2,5.13,7.69,0,7.69,2.56,5.13,2.56,7.69,5.13,17.95,2.56,0,2.56,2.56,2.56,5.13,12.82,5.13,0,5.13,0.103,0.077,0.821,0.333,0.487,0.436,0.026,0.077,0.077,0.103,0.821,0.641,0.128,0.333,0.179,0.103,0.462,0.41,0.128,0.513,0.179,0.308,0.231,0.436,0.564,-0.598,-0.923,-0.376,-0.488,-0.057,3.81,-0.22,-0.285,0,-0.285,-0.136,-0.22,-0.136,-0.285,-0.22,-0.445,-0.136,0,-0.136,-0.136,-0.136,-0.22,-0.38,-0.22,0,-0.22,POSITIVE
A0A7D5KGX3,6.61,4.96,1.65,6.61,8.26,3.31,2.48,6.61,5.79,12.4,0.83,1.65,4.96,4.13,4.13,5.79,8.26,7.44,0,4.13,0.124,0.083,0.793,0.273,0.504,0.413,0.05,0.124,0.083,0.124,0.793,0.603,0.19,0.298,0.14,0.058,0.43,0.397,0.174,0.496,0.248,0.264,0.207,0.446,0.554,-0.481,-0.529,-0.302,-0.39,0.056,4.047,-0.259,-0.215,-0.098,-0.259,-0.297,-0.163,-0.132,-0.259,-0.238,-0.373,-0.057,-0.098,-0.215,-0.19,-0.19,-0.238,-0.297,-0.279,0,-0.19,POSITIVE
A0A7G9UM40,4.35,4.35,4.35,8.7,8.7,0,8.7,13.04,0,17.39,4.35,4.35,0,4.35,0,4.35,4.35,4.35,4.35,0,0.087,0.13,0.783,0.174,0.565,0.391,0,0.13,0.13,0.087,0.783,0.652,0.13,0.261,0.087,0.087,0.478,0.391,0.13,0.565,0.217,0.217,0.13,0.304,0.696,-0.994,-0.226,-0.143,-0.253,-0.056,3.708,-0.197,-0.197,-0.197,-0.306,-0.306,0,-0.306,-0.383,0,-0.439,-0.197,-0.197,0,-0.197,0,-0.197,-0.197,-0.197,-0.197,0,POSITIVE
A0A8B0JYW7,7.01,3.13,4.79,5.43,4.72,5.99,1.7,4.93,6.27,9.88,2.36,5.29,3.72,3.43,2.97,6.67,7.81,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.4,0.037,0.102,0.102,0.109,0.788,0.53,0.2,0.341,0.145,0.055,0.39,0.345,0.265,0.451,0.289,0.267,0.228,0.528,0.472,-0.064,-0.566,-0.201,-0.48,0.009,4.172,-0.269,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.214,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A6H2LCL7,6.21,3.14,4.79,3.77,6.05,6.52,1.34,5.97,4.79,8.48,1.1,6.91,4.48,4.87,3.3,7.86,7.62,7.62,0.94,4.24,0.094,0.086,0.82,0.277,0.474,0.393,0.045,0.112,0.086,0.094,0.82,0.516,0.208,0.354,0.155,0.042,0.339,0.356,0.306,0.449,0.296,0.266,0.237,0.551,0.449,-0.02,-0.517,-0.129,-0.522,0.002,4.158,-0.249,-0.157,-0.21,-0.178,-0.245,-0.257,-0.083,-0.243,-0.21,-0.302,-0.072,-0.266,-0.201,-0.212,-0.162,-0.288,-0.283,-0.283,-0.063,-0.193,POSITIVE
A0A8B1KWJ8,3.7,3.7,3.7,7.41,11.11,0,7.41,14.81,0,25.93,0,3.7,0,3.7,0,3.7,3.7,3.7,3.7,0,0.074,0.111,0.815,0.148,0.63,0.481,0,0.148,0.111,0.074,0.815,0.704,0.111,0.222,0.074,0.037,0.481,0.407,0.111,0.667,0.185,0.148,0.111,0.259,0.741,-1.517,-0.321,-0.329,-0.379,0.069,3.407,-0.176,-0.176,-0.176,-0.278,-0.352,0,-0.278,-0.408,0,-0.505,0,-0.176,0,-0.176,0,-0.176,-0.176,-0.176,-0.176,0,POSITIVE
A0A7L8MQ21,5.33,4,1.33,2.67,6.67,1.33,0,4,2.67,18.67,1.33,6.67,2.67,0,4,9.33,5.33,17.33,0,6.67,0.067,0.04,0.893,0.253,0.573,0.493,0.027,0.133,0.04,0.067,0.893,0.653,0.16,0.2,0.147,0.053,0.347,0.44,0.213,0.573,0.16,0.253,0.2,0.533,0.467,-1.058,-0.683,-0.34,-0.522,-0.038,3.667,-0.226,-0.186,-0.083,-0.139,-0.26,-0.083,0,-0.186,-0.139,-0.452,-0.083,-0.26,-0.139,0,-0.186,-0.319,-0.226,-0.438,0,-0.26,POSITIVE
A0A8B6RAT5,6.85,3.2,5.5,4.79,4.93,5.81,2.04,4.86,6.1,9.41,2.35,5.4,3.85,3.37,3.44,6.43,7.41,8.44,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.347,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.044,-0.5,-0.179,-0.439,0.002,4.191,-0.265,-0.159,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.246,-0.321,-0.127,-0.227,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
Q6SRI1,5.26,3.95,1.32,3.95,5.26,2.63,0,3.95,2.63,18.42,1.32,6.58,2.63,0,2.63,9.21,6.58,18.42,0,5.26,0.053,0.053,0.895,0.25,0.579,0.513,0.026,0.105,0.053,0.053,0.895,0.658,0.145,0.237,0.158,0.053,0.342,0.434,0.224,0.579,0.171,0.25,0.211,0.566,0.434,-0.958,-0.878,-0.341,-0.63,-0.022,3.672,-0.224,-0.184,-0.082,-0.184,-0.224,-0.138,0,-0.184,-0.138,-0.45,-0.082,-0.258,-0.138,0,-0.138,-0.317,-0.258,-0.45,0,-0.224,POSITIVE
A0A8B6RDJ2,6.87,3.2,5.5,4.79,4.93,5.81,2.04,4.85,6.12,9.46,2.37,5.37,3.85,3.37,3.43,6.41,7.42,8.39,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.346,0.269,0.446,0.29,0.268,0.223,0.528,0.472,-0.045,-0.5,-0.179,-0.439,0.002,4.191,-0.265,-0.159,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.322,-0.128,-0.227,-0.181,-0.165,-0.167,-0.254,-0.278,-0.3,-0.072,-0.208,POSITIVE
A0A8B6RD44,6.86,3.18,5.48,4.79,4.93,5.79,2.04,4.85,6.12,9.41,2.37,5.41,3.83,3.37,3.44,6.44,7.41,8.44,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.139,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.5,-0.18,-0.439,0.001,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.228,-0.18,-0.165,-0.167,-0.255,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8F1CXP7,6.51,3.73,5.71,3.94,5.93,6.6,1.9,4.73,6.37,9,2.05,5.52,3.42,2.74,3.05,6.99,5.88,10.11,1.16,4.64,0.113,0.097,0.79,0.24,0.495,0.404,0.034,0.117,0.097,0.113,0.79,0.525,0.203,0.319,0.129,0.058,0.356,0.362,0.282,0.478,0.277,0.249,0.238,0.545,0.455,-0.106,-0.535,-0.129,-0.423,-0.027,4.168,-0.257,-0.177,-0.236,-0.184,-0.242,-0.259,-0.109,-0.208,-0.253,-0.313,-0.115,-0.231,-0.167,-0.142,-0.154,-0.268,-0.24,-0.334,-0.075,-0.206,POSITIVE
A0A8B6RW97,4.35,6.52,0,8.7,4.35,6.52,2.17,6.52,4.35,15.22,2.17,2.17,4.35,2.17,2.17,6.52,10.87,4.35,0,6.52,0.087,0.087,0.826,0.326,0.478,0.413,0.043,0.109,0.087,0.087,0.826,0.587,0.152,0.348,0.174,0.087,0.413,0.391,0.196,0.478,0.217,0.326,0.239,0.457,0.543,-0.46,-0.752,-0.193,-0.525,-0.085,3.936,-0.197,-0.257,0,-0.306,-0.197,-0.257,-0.12,-0.257,-0.197,-0.413,-0.12,-0.12,-0.197,-0.12,-0.12,-0.257,-0.348,-0.197,0,-0.257,POSITIVE
A0A7U1HF44,7.01,3.13,4.79,5.43,4.72,5.99,1.7,4.9,6.27,9.88,2.38,5.29,3.72,3.43,2.97,6.67,7.81,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.2,0.341,0.145,0.055,0.391,0.345,0.265,0.451,0.289,0.267,0.228,0.528,0.472,-0.064,-0.565,-0.2,-0.479,0.009,4.172,-0.269,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A899JZR4,6.99,3.13,4.77,5.45,4.72,5.99,1.7,4.9,6.27,9.9,2.36,5.29,3.7,3.43,2.97,6.67,7.85,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.48,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.199,0.342,0.145,0.055,0.391,0.345,0.264,0.451,0.289,0.267,0.228,0.528,0.472,-0.063,-0.566,-0.202,-0.481,0.008,4.171,-0.268,-0.157,-0.209,-0.229,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.176,-0.167,-0.151,-0.261,-0.288,-0.301,-0.069,-0.199,POSITIVE
A0A7U0EQR4,6.85,3.2,5.5,4.79,4.93,5.81,2.04,4.85,6.12,9.41,2.37,5.4,3.85,3.37,3.42,6.43,7.41,8.44,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.347,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.044,-0.5,-0.179,-0.439,0.001,4.191,-0.265,-0.159,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.227,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A6H2L7Z4,6.83,3.18,5.48,4.79,4.92,5.81,2.04,4.85,6.12,9.44,2.37,5.41,3.85,3.37,3.44,6.41,7.41,8.46,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.222,0.528,0.472,-0.045,-0.5,-0.181,-0.439,0.001,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8B1JVI8,4.44,6.67,0,8.89,2.22,6.67,2.22,6.67,4.44,15.56,2.22,2.22,4.44,2.22,2.22,6.67,11.11,4.44,0,6.67,0.089,0.089,0.822,0.333,0.467,0.422,0.044,0.089,0.089,0.089,0.822,0.578,0.156,0.356,0.178,0.089,0.422,0.378,0.2,0.467,0.222,0.333,0.244,0.467,0.533,-0.376,-0.812,-0.221,-0.549,-0.073,3.913,-0.2,-0.26,0,-0.31,-0.122,-0.26,-0.122,-0.26,-0.2,-0.418,-0.122,-0.122,-0.2,-0.122,-0.122,-0.26,-0.352,-0.2,0,-0.26,POSITIVE
A0A7D5EG82,4.73,2.55,4.73,4,5.09,5.09,2.91,7.64,4,10.91,1.45,2.91,4.36,2.91,2.18,8,8.73,9.09,2.18,6.55,0.091,0.087,0.822,0.287,0.505,0.418,0.044,0.138,0.087,0.091,0.822,0.567,0.164,0.335,0.167,0.04,0.331,0.418,0.251,0.473,0.229,0.32,0.204,0.502,0.498,-0.503,-0.533,-0.209,-0.432,0.023,4.135,-0.208,-0.135,-0.208,-0.186,-0.219,-0.219,-0.148,-0.283,-0.186,-0.349,-0.089,-0.148,-0.197,-0.148,-0.12,-0.292,-0.307,-0.314,-0.12,-0.257,POSITIVE
A0A8A6LJD5,8.83,0.24,5.73,2.86,3.1,10.26,0.95,3.34,7.4,6.68,1.67,5.25,6.68,8.35,6.68,8.59,7.64,1.91,1.19,2.63,0.15,0.086,0.764,0.274,0.437,0.377,0.067,0.069,0.086,0.15,0.764,0.413,0.27,0.434,0.162,0.019,0.434,0.2,0.365,0.356,0.363,0.282,0.279,0.551,0.449,0.674,-0.454,-0.266,-0.401,0.22,4.026,-0.309,-0.021,-0.236,-0.147,-0.155,-0.337,-0.064,-0.164,-0.278,-0.261,-0.099,-0.223,-0.261,-0.299,-0.261,-0.304,-0.283,-0.109,-0.076,-0.138,POSITIVE
A0A860YZY5,8.57,0,14.29,2.86,2.86,8.57,0,8.57,5.71,2.86,0,5.71,5.71,5.71,5.71,2.86,2.86,8.57,0,8.57,0.114,0.171,0.714,0.2,0.457,0.429,0.057,0.114,0.171,0.114,0.714,0.4,0.229,0.371,0.057,0,0.314,0.314,0.371,0.4,0.4,0.2,0.2,0.571,0.429,0.439,-0.316,-0.158,-0.652,0.155,3.833,-0.304,0,-0.401,-0.147,-0.147,-0.304,0,-0.304,-0.236,-0.147,0,-0.236,-0.236,-0.236,-0.236,-0.147,-0.147,-0.304,0,-0.304,POSITIVE
A0A7M2QCH8,6.99,3.13,4.79,5.43,4.72,5.99,1.7,4.88,6.27,9.88,2.38,5.29,3.72,3.43,2.97,6.67,7.83,8.44,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.2,0.341,0.145,0.055,0.39,0.345,0.265,0.451,0.289,0.267,0.228,0.529,0.471,-0.063,-0.565,-0.2,-0.479,0.008,4.172,-0.268,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.288,-0.301,-0.069,-0.199,POSITIVE
A0A7U0INK9,8.56,2.25,2.7,3.15,4.95,6.31,2.25,9.01,3.15,15.77,1.8,4.95,2.25,1.8,5.86,6.76,5.86,5.41,3.15,4.05,0.113,0.059,0.829,0.207,0.572,0.473,0.023,0.122,0.059,0.113,0.829,0.59,0.185,0.266,0.126,0.041,0.423,0.347,0.23,0.554,0.18,0.23,0.239,0.45,0.55,-0.607,-0.533,-0.367,-0.279,0.038,4.066,-0.304,-0.123,-0.141,-0.157,-0.215,-0.251,-0.123,-0.313,-0.157,-0.42,-0.104,-0.215,-0.123,-0.104,-0.24,-0.263,-0.24,-0.228,-0.157,-0.187,POSITIVE
A0A8B1JMU9,6.86,3.18,5.48,4.79,4.92,5.81,2.04,4.9,6.1,9.41,2.37,5.41,3.85,3.37,3.45,6.43,7.38,8.41,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.528,0.472,-0.044,-0.5,-0.181,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.213,-0.246,-0.321,-0.128,-0.228,-0.181,-0.165,-0.168,-0.254,-0.278,-0.3,-0.072,-0.208,POSITIVE
A0A7D7CLJ9,6.86,3.18,5.48,4.79,4.92,5.81,2.04,4.85,6.12,9.43,2.37,5.41,3.85,3.37,3.44,6.43,7.43,8.41,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.139,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.042,-0.5,-0.18,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.279,-0.3,-0.072,-0.208,POSITIVE
A0A7G4WIE9,4.17,5.21,6.25,2.08,6.25,4.17,3.12,6.25,5.21,9.38,4.17,3.12,4.17,1.04,5.21,6.25,6.25,9.38,3.12,5.21,0.135,0.083,0.781,0.24,0.51,0.375,0.042,0.146,0.083,0.135,0.781,0.583,0.208,0.26,0.125,0.094,0.344,0.417,0.24,0.479,0.219,0.292,0.198,0.49,0.51,-0.465,-0.303,-0.121,-0.119,-0.104,4.196,-0.191,-0.222,-0.25,-0.116,-0.25,-0.191,-0.156,-0.25,-0.222,-0.32,-0.191,-0.156,-0.191,-0.069,-0.222,-0.25,-0.25,-0.32,-0.156,-0.222,POSITIVE
A0A7H2DQB3,7.44,4.96,1.65,6.61,8.26,3.31,2.48,5.79,5.79,12.4,0.83,1.65,4.96,4.13,4.13,5.79,8.26,7.44,0,4.13,0.124,0.083,0.793,0.273,0.504,0.413,0.05,0.124,0.083,0.124,0.793,0.603,0.19,0.298,0.14,0.058,0.438,0.388,0.174,0.496,0.248,0.264,0.215,0.455,0.545,-0.447,-0.533,-0.283,-0.385,0.065,4.046,-0.279,-0.215,-0.098,-0.259,-0.297,-0.163,-0.132,-0.238,-0.238,-0.373,-0.057,-0.098,-0.215,-0.19,-0.19,-0.238,-0.297,-0.279,0,-0.19,POSITIVE
A0A8B1J8T0,5.09,2.55,4.73,4,5.09,4.73,3.27,7.64,4,10.91,1.45,2.91,4.36,2.91,2.18,8,8.73,9.09,2.18,6.18,0.095,0.087,0.818,0.284,0.505,0.418,0.044,0.135,0.087,0.095,0.818,0.571,0.167,0.331,0.167,0.04,0.338,0.415,0.247,0.473,0.229,0.32,0.204,0.502,0.498,-0.492,-0.528,-0.209,-0.416,0.034,4.138,-0.219,-0.135,-0.208,-0.186,-0.219,-0.208,-0.161,-0.283,-0.186,-0.349,-0.089,-0.148,-0.197,-0.148,-0.12,-0.292,-0.307,-0.314,-0.12,-0.248,POSITIVE
A0A8B1KKJ1,4.55,6.82,0,9.09,2.27,6.82,2.27,6.82,4.55,15.91,2.27,2.27,2.27,2.27,2.27,6.82,11.36,4.55,0,6.82,0.091,0.091,0.818,0.341,0.455,0.409,0.023,0.091,0.091,0.091,0.818,0.568,0.136,0.364,0.182,0.091,0.432,0.386,0.182,0.477,0.205,0.318,0.25,0.455,0.545,-0.347,-0.837,-0.268,-0.578,-0.12,3.89,-0.203,-0.264,0,-0.314,-0.124,-0.264,-0.124,-0.264,-0.203,-0.422,-0.124,-0.124,-0.124,-0.124,-0.124,-0.264,-0.357,-0.203,0,-0.264,POSITIVE
A0A7U3EMX9,8.83,0,5.73,2.86,3.1,10.26,0.95,3.34,7.4,6.68,1.67,5.25,6.44,8.35,6.92,8.83,7.64,1.91,1.19,2.63,0.153,0.086,0.761,0.274,0.434,0.375,0.064,0.069,0.086,0.153,0.761,0.408,0.27,0.437,0.165,0.017,0.437,0.198,0.365,0.353,0.36,0.282,0.279,0.549,0.451,0.69,-0.448,-0.285,-0.402,0.223,4.01,-0.309,0,-0.236,-0.147,-0.155,-0.337,-0.064,-0.164,-0.278,-0.261,-0.099,-0.223,-0.255,-0.299,-0.267,-0.309,-0.283,-0.109,-0.076,-0.138,POSITIVE
A0A6V7ANW8,8.56,1.8,2.7,3.15,4.95,6.31,2.25,9.01,3.15,15.77,1.8,4.95,2.25,1.8,6.31,6.76,5.86,5.41,3.15,4.05,0.117,0.059,0.824,0.203,0.572,0.473,0.023,0.122,0.059,0.117,0.824,0.586,0.189,0.266,0.126,0.036,0.428,0.342,0.23,0.55,0.18,0.23,0.234,0.446,0.554,-0.595,-0.515,-0.4,-0.271,0.049,4.059,-0.304,-0.104,-0.141,-0.157,-0.215,-0.251,-0.123,-0.313,-0.157,-0.42,-0.104,-0.215,-0.123,-0.104,-0.251,-0.263,-0.24,-0.228,-0.157,-0.187,POSITIVE
A0A6M3TXG6,8.56,1.8,2.25,3.15,4.95,6.31,2.25,9.01,3.15,15.77,1.8,4.95,2.25,1.8,6.31,6.76,5.86,5.41,3.15,4.5,0.117,0.054,0.829,0.207,0.572,0.473,0.023,0.126,0.054,0.117,0.829,0.586,0.189,0.261,0.126,0.036,0.428,0.347,0.225,0.55,0.176,0.234,0.234,0.441,0.559,-0.624,-0.508,-0.407,-0.259,0.039,4.055,-0.304,-0.104,-0.123,-0.157,-0.215,-0.251,-0.123,-0.313,-0.157,-0.42,-0.104,-0.215,-0.123,-0.104,-0.251,-0.263,-0.24,-0.228,-0.157,-0.201,POSITIVE
A0A8A9JU06,8.83,0,5.49,2.86,3.1,10.02,0.95,3.34,7.64,6.68,1.67,5.25,6.68,8.35,6.92,8.83,7.64,1.91,1.19,2.63,0.155,0.084,0.761,0.274,0.434,0.375,0.067,0.069,0.084,0.155,0.761,0.411,0.274,0.432,0.165,0.017,0.439,0.198,0.363,0.351,0.363,0.284,0.277,0.547,0.453,0.677,-0.437,-0.292,-0.389,0.228,4.01,-0.309,0,-0.23,-0.147,-0.155,-0.333,-0.064,-0.164,-0.283,-0.261,-0.099,-0.223,-0.261,-0.299,-0.267,-0.309,-0.283,-0.109,-0.076,-0.138,POSITIVE
A0A679G9E9,6.21,3.14,4.87,3.77,6.05,6.44,1.34,5.97,4.79,8.48,1.1,6.91,4.56,4.87,3.3,7.78,7.62,7.62,0.94,4.24,0.094,0.086,0.819,0.277,0.474,0.393,0.046,0.112,0.086,0.094,0.819,0.517,0.209,0.353,0.154,0.042,0.339,0.356,0.306,0.449,0.298,0.266,0.236,0.551,0.449,-0.021,-0.512,-0.128,-0.521,0.004,4.159,-0.249,-0.157,-0.212,-0.178,-0.245,-0.255,-0.083,-0.243,-0.21,-0.302,-0.072,-0.266,-0.203,-0.212,-0.162,-0.287,-0.283,-0.283,-0.063,-0.193,POSITIVE
A0A7L9WCV9,8.83,0,5.73,2.86,3.1,10.26,0.95,3.34,7.4,6.92,1.67,5.25,5.97,8.35,6.92,9.07,7.64,1.91,1.19,2.63,0.153,0.086,0.761,0.277,0.432,0.372,0.06,0.069,0.086,0.153,0.761,0.406,0.265,0.439,0.167,0.017,0.439,0.198,0.363,0.356,0.356,0.279,0.282,0.547,0.453,0.694,-0.455,-0.294,-0.41,0.217,4.008,-0.309,0,-0.236,-0.147,-0.155,-0.337,-0.064,-0.164,-0.278,-0.267,-0.099,-0.223,-0.243,-0.299,-0.267,-0.314,-0.283,-0.109,-0.076,-0.138,POSITIVE
A0A6M4N3Y8,8.83,0,5.73,2.86,3.1,10.26,0.95,3.34,7.4,6.44,1.67,5.25,6.44,8.35,6.92,9.07,7.64,1.91,1.19,2.63,0.153,0.086,0.761,0.277,0.432,0.372,0.064,0.069,0.086,0.153,0.761,0.406,0.27,0.439,0.167,0.017,0.434,0.198,0.368,0.351,0.36,0.284,0.282,0.551,0.449,0.706,-0.447,-0.278,-0.403,0.223,4.009,-0.309,0,-0.236,-0.147,-0.155,-0.337,-0.064,-0.164,-0.278,-0.255,-0.099,-0.223,-0.255,-0.299,-0.267,-0.314,-0.283,-0.109,-0.076,-0.138,POSITIVE
A0A7G6WCV0,7.01,3.13,4.79,5.43,4.72,5.99,1.7,4.9,6.27,9.88,2.36,5.29,3.72,3.43,2.97,6.67,7.83,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.2,0.341,0.145,0.055,0.39,0.345,0.265,0.451,0.289,0.267,0.228,0.529,0.471,-0.063,-0.566,-0.2,-0.48,0.009,4.172,-0.269,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.261,-0.288,-0.301,-0.069,-0.199,POSITIVE
A0A8B1JL80,6.86,3.2,5.48,4.79,4.95,5.82,2.04,4.85,6.12,9.41,2.37,5.4,3.85,3.37,3.42,6.41,7.41,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.347,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.044,-0.501,-0.179,-0.439,0.001,4.191,-0.265,-0.159,-0.23,-0.21,-0.215,-0.239,-0.115,-0.212,-0.247,-0.321,-0.128,-0.227,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8F0ZU82,5.76,3.17,4.35,3.99,4.8,6.79,1.48,5.61,2.36,9.15,1.77,6.72,3.91,4.21,4.35,7.97,8.04,9.67,1.11,4.8,0.082,0.083,0.835,0.282,0.486,0.409,0.039,0.107,0.083,0.082,0.835,0.53,0.188,0.354,0.16,0.049,0.331,0.372,0.297,0.461,0.255,0.28,0.237,0.564,0.436,-0.098,-0.594,-0.163,-0.536,-0.038,4.145,-0.237,-0.158,-0.197,-0.185,-0.21,-0.263,-0.09,-0.233,-0.128,-0.316,-0.103,-0.262,-0.183,-0.192,-0.197,-0.291,-0.292,-0.326,-0.072,-0.21,POSITIVE
A0A6M8DHK7,6.25,6.25,3.12,6.25,15.62,0,6.25,9.38,0,25,3.12,3.12,0,3.12,0,3.12,3.12,3.12,3.12,0,0.062,0.094,0.844,0.156,0.656,0.438,0,0.188,0.094,0.062,0.844,0.75,0.094,0.188,0.062,0.094,0.5,0.406,0.094,0.688,0.156,0.156,0.156,0.281,0.719,-1.612,-0.268,-0.055,-0.22,-0.036,3.489,-0.25,-0.25,-0.156,-0.25,-0.418,0,-0.25,-0.32,0,-0.5,-0.156,-0.156,0,-0.156,0,-0.156,-0.156,-0.156,-0.156,0,POSITIVE
A0A8B1KKP1,6.86,3.21,5.5,4.79,4.93,5.79,2.04,4.85,6.12,9.43,2.37,5.4,3.85,3.37,3.42,6.41,7.41,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.347,0.269,0.446,0.29,0.268,0.223,0.529,0.471,-0.044,-0.5,-0.179,-0.439,0.001,4.191,-0.265,-0.159,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.227,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A7U1QYH6,6.86,3.18,5.47,4.79,4.92,5.81,2.04,4.85,6.12,9.43,2.37,5.41,3.85,3.37,3.44,6.43,7.4,8.44,1.1,4.74,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.528,0.472,-0.044,-0.5,-0.18,-0.438,0.002,4.191,-0.265,-0.158,-0.229,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
